GEOID10,ACCESS2_CrudePrev,BINGE_CrudePrev,CASTHMA_CrudePrev,CHD_CrudePrev,CSMOKING_CrudePrev,DIABETES_CrudePrev,LPA_CrudePrev,MHLTH_CrudePrev,"1,3-butadiene",Acetaldehyde,Benzene,Carbon tetrachloride,Diesel Particulate Matter,Ethylene oxide,Formaldehyde,Napthalene,Severe_Housing_Problems,Housing_Cost_Burden,Total_households_with_internet,Unemploymen_ rate,Median_income
17031842400,9.9,12.2,11.6,7.3,16.9,18.2,34.8,14.7,0.02,0.61,0.32,0.52,0.51,0.0,0.91,0.02,110,125,1017,5.6,104130
17031840300,20.6,16.8,8.7,4.6,15.2,11.4,34.1,14.5,0.02,0.65,0.37,0.52,0.65,0.0,0.97,0.05,180,65,1245,15.8,80694
17031841100,14.5,8.6,7.6,6.9,17.9,19.0,44.1,13.0,0.03,0.69,0.51,0.52,1.34,0.0,0.97,0.04,390,115,2223,6.2,66125
17031841200,21.7,19.0,9.0,3.8,12.5,9.9,30.7,14.9,0.02,0.65,0.36,0.52,0.67,0.0,0.98,0.05,130,250,1419,8.9,69211
17031839000,5.3,21.7,8.8,2.4,8.3,5.2,16.3,13.6,0.03,0.7,0.52,0.52,1.42,0.0,0.99,0.04,165,725,5768,17.9,131237
17031838200,7.8,20.3,9.1,1.9,8.1,4.5,19.1,15.8,0.02,0.65,0.36,0.52,0.68,0.0,0.99,0.04,30,20,330,11.3,178333
17031650301,20.3,19.6,8.7,4.1,12.5,9.1,29.8,14.0,0.03,0.74,0.34,0.52,0.51,0.0,1.03,0.03,150,50,1476,11.4,72333
17031530503,10.1,12.8,12.0,6.2,18.3,17.3,34.3,15.8,0.02,0.61,0.31,0.52,0.5,0.0,0.96,0.02,195,170,1358,15.3,64576
17031760803,9.5,19.9,9.4,4.7,16.1,8.2,24.9,15.4,0.04,0.68,0.34,0.52,0.51,0.0,1.03,0.02,300,495,2811,5.6,64143
17031030601,12.0,15.7,9.9,6.4,17.4,12.7,30.8,15.1,0.02,0.6,0.31,0.52,0.43,0.0,0.9,0.02,95,175,1724,4.3,58169
17031030604,7.0,16.9,8.7,4.7,11.1,9.8,22.7,12.5,0.02,0.6,0.28,0.52,0.41,0.0,0.89,0.02,120,355,1774,1.9,111354
17031020801,12.8,16.8,9.1,4.8,15.2,10.2,28.9,14.3,0.02,0.62,0.34,0.52,0.46,0.0,0.91,0.03,145,280,1787,2.4,90215
17031540102,16.6,11.1,15.2,7.2,29.1,20.8,47.3,23.7,0.02,0.6,0.32,0.52,0.43,0.0,0.94,0.02,25,210,1100,18.3,-
17031843300,20.0,14.7,11.8,5.8,22.8,16.3,40.4,18.5,0.02,0.65,0.35,0.52,0.63,0.0,0.97,0.05,0,115,395,20.5,90665
17031540101,18.4,12.1,15.3,5.4,31.8,17.5,47.2,25.4,0.02,0.6,0.35,0.52,0.45,0.0,0.94,0.02,25,320,1336,35.7,18971
17031440201,9.7,12.2,12.1,6.5,18.1,17.8,35.5,15.8,0.02,0.61,0.31,0.52,0.51,0.0,0.91,0.02,45,985,2026,11.8,42798
17031080202,3.9,20.0,8.6,3.4,7.2,5.9,14.7,11.5,0.03,0.71,0.55,0.52,1.53,0.0,0.99,0.05,170,180,2468,0.8,"250,000"
17031070102,4.0,24.9,8.2,1.9,6.1,3.4,12.3,12.3,0.03,0.62,0.55,0.52,1.15,0.0,0.85,0.04,110,240,1818,0.7,"250,000"
17031031501,13.1,14.7,9.7,6.2,17.9,14.2,33.6,15.5,0.03,0.6,0.46,0.52,0.7,0.0,0.83,0.03,95,355,1801,4.7,32539
17031031502,12.7,16.9,10.6,4.8,18.5,12.0,30.9,17.0,0.03,0.6,0.49,0.52,0.75,0.0,0.82,0.03,0,400,2074,10.3,34861
17031834900,19.0,10.7,14.2,9.4,29.8,23.9,49.4,21.1,0.02,0.61,0.33,0.52,0.49,0.0,0.92,0.02,40,115,384,49.5,-
17031834800,14.0,11.7,13.0,7.8,23.5,20.3,42.4,18.8,0.02,0.62,0.34,0.52,0.57,0.0,0.93,0.02,25,105,551,16.0,61269
17031160502,18.3,19.2,9.2,3.6,15.4,9.1,30.2,15.5,0.03,0.63,0.37,0.52,0.66,0.0,0.95,0.03,145,135,1313,5.6,110842
17031140702,20.2,19.2,9.0,3.5,14.7,9.1,30.7,15.4,0.03,0.63,0.35,0.52,0.55,0.0,0.93,0.03,130,210,1740,3.8,78617
17031842000,8.2,19.1,9.1,4.1,9.8,9.1,23.7,15.7,0.03,0.66,0.42,0.52,0.94,0.0,0.92,0.03,15,30,374,14.3,158333
17031150402,9.7,19.4,8.6,4.5,12.3,8.3,23.6,13.1,0.03,0.63,0.35,0.52,0.45,0.0,0.94,0.03,85,65,1249,2.8,116167
17031834400,8.6,15.0,11.5,4.5,15.6,12.7,28.6,15.2,0.02,0.61,0.32,0.52,0.51,0.0,0.91,0.02,170,480,1501,14.9,114695
17031040201,7.4,21.4,8.4,3.1,9.8,6.2,18.5,12.7,0.02,0.62,0.34,0.52,0.48,0.0,0.92,0.03,115,235,2963,4.9,119717
17031040202,10.7,16.8,9.0,4.8,14.8,10.2,27.8,14.3,0.02,0.62,0.34,0.52,0.47,0.0,0.92,0.03,90,505,2529,6.1,74048
17031020702,13.5,14.8,9.3,6.1,17.8,12.5,33.6,15.4,0.02,0.61,0.34,0.52,0.45,0.0,0.91,0.02,445,290,2055,9.1,86106
17031020802,17.2,14.3,9.6,5.3,20.3,13.5,37.6,16.9,0.02,0.61,0.33,0.52,0.44,0.0,0.91,0.02,120,230,1736,10.6,64089
17031020301,7.1,14.0,8.6,8.0,10.6,11.1,25.8,11.7,0.02,0.61,0.33,0.52,0.41,0.0,0.91,0.02,335,155,1755,10.1,95282
17031838700,17.1,12.6,14.0,6.4,27.1,17.8,44.1,21.6,0.02,0.65,0.36,0.52,0.6,0.0,0.96,0.06,115,370,1316,7.7,31647
17031020601,13.9,14.9,10.1,6.3,20.0,13.1,34.7,17.2,0.02,0.61,0.33,0.52,0.41,0.0,0.91,0.02,135,255,1864,6.6,61044
17031841500,14.3,12.8,13.6,5.9,24.5,17.0,40.8,21.2,0.02,0.65,0.35,0.52,0.61,0.0,0.96,0.05,50,235,734,20.3,33459
17031838600,23.0,11.8,14.5,8.9,33.9,22.6,52.0,24.2,0.02,0.65,0.35,0.52,0.62,0.0,0.96,0.05,30,300,467,17.1,61806
17031837300,16.0,14.3,12.5,5.8,25.2,16.4,40.7,19.8,0.02,0.65,0.35,0.52,0.61,0.0,0.96,0.05,60,355,707,11.8,36422
17031020602,12.9,14.8,9.0,5.5,15.7,12.3,31.4,14.5,0.02,0.61,0.31,0.52,0.4,0.0,0.9,0.02,75,165,1555,1.3,85250
17031063301,4.7,21.5,8.9,2.8,7.0,5.0,15.0,13.3,0.02,0.61,0.53,0.52,1.1,0.0,0.85,0.04,20,190,1779,3.8,141250
17031837800,11.5,17.4,11.1,3.5,17.7,10.3,29.2,16.9,0.02,0.65,0.36,0.52,0.64,0.0,0.96,0.04,50,240,1110,14.7,39964
17031837400,14.8,13.9,12.5,6.0,24.3,16.8,39.5,19.0,0.02,0.64,0.35,0.52,0.62,0.0,0.96,0.04,35,130,715,21.4,46641
17031836900,16.6,13.3,13.5,5.3,26.0,15.7,41.6,21.5,0.02,0.64,0.35,0.52,0.6,0.0,0.96,0.04,25,235,581,8.1,-
17031020302,8.2,16.5,8.7,5.3,11.6,9.9,24.1,12.4,0.02,0.61,0.31,0.52,0.39,0.0,0.9,0.02,170,55,1504,9.4,103750
17031020902,14.1,14.8,9.8,6.0,20.2,13.7,35.4,16.3,0.02,0.61,0.32,0.52,0.42,0.0,0.9,0.02,145,165,1374,5.6,56891
17031010701,11.2,18.9,9.1,3.7,13.4,8.9,24.9,13.8,0.02,0.6,0.3,0.52,0.37,0.0,0.9,0.02,100,195,1561,3.5,84330
17031030103,6.9,21.6,9.3,2.5,10.1,5.9,19.2,15.8,0.02,0.6,0.3,0.52,0.38,0.0,0.89,0.02,115,105,946,5.3,83150
17031063303,3.7,14.5,7.7,6.5,6.1,8.5,18.6,8.9,0.02,0.61,0.53,0.52,1.11,0.0,0.84,0.04,75,215,762,2.9,225750
17031030102,6.9,18.6,9.1,4.2,11.6,8.9,21.5,13.3,0.02,0.6,0.3,0.52,0.4,0.0,0.89,0.02,200,300,1679,5.4,74429
17031010502,9.0,19.9,10.2,3.1,14.5,7.6,23.7,17.4,0.02,0.6,0.3,0.52,0.36,0.0,0.89,0.02,30,275,1441,8.7,97083
17031010503,13.3,14.7,10.9,7.8,16.9,14.6,34.8,19.3,0.02,0.6,0.3,0.52,0.37,0.0,0.89,0.02,50,325,1138,1.5,57500
17031010702,15.8,19.2,9.8,3.4,16.0,9.2,28.7,16.2,0.02,0.6,0.3,0.52,0.36,0.0,0.89,0.02,55,200,1754,8.0,72344
17031837100,14.3,12.9,12.2,7.4,20.7,18.0,38.7,17.5,0.02,0.64,0.35,0.52,0.6,0.0,0.96,0.04,85,190,492,17.6,87417
17031837000,14.6,12.9,13.5,5.6,25.0,16.8,40.8,20.6,0.02,0.64,0.35,0.52,0.61,0.0,0.96,0.04,20,90,771,11.3,81587
17031010201,16.5,16.8,10.9,4.5,20.6,11.8,33.8,17.8,0.02,0.6,0.3,0.52,0.36,0.0,0.89,0.02,70,485,2691,8.2,55644
17031020901,15.9,15.8,9.9,4.5,18.7,12.0,33.8,16.7,0.02,0.61,0.32,0.52,0.43,0.0,0.91,0.02,70,325,1833,5.8,58194
17031040401,5.8,22.0,8.1,2.7,8.2,5.5,15.7,11.4,0.02,0.62,0.33,0.52,0.48,0.0,0.92,0.03,100,85,1435,1.5,102375
17031210602,17.4,20.3,8.7,3.4,11.6,8.4,26.8,14.1,0.03,0.63,0.37,0.52,0.66,0.0,0.95,0.03,55,80,1391,2.7,95179
17031160501,17.6,18.6,8.8,3.8,13.2,9.4,28.9,14.3,0.03,0.63,0.36,0.52,0.61,0.0,0.94,0.03,115,45,1341,6.0,72904
17031191302,26.8,18.4,9.4,4.2,15.7,11.1,36.1,16.2,0.02,0.64,0.35,0.52,0.49,0.0,0.95,0.03,240,100,1036,5.8,65208
17031190602,23.4,17.9,9.1,4.9,14.9,11.4,34.3,14.9,0.02,0.64,0.35,0.52,0.48,0.0,0.95,0.03,410,95,1108,5.8,86779
17031840200,13.2,13.5,7.7,4.4,14.4,11.8,32.9,12.8,0.03,0.67,0.45,0.52,1.1,0.0,0.94,0.04,125,100,788,5.5,47019
17031530501,10.0,13.7,11.6,5.6,18.0,15.6,33.7,15.9,0.02,0.61,0.31,0.52,0.47,0.0,0.94,0.02,135,275,1520,32.5,49886
17031020701,7.2,15.7,8.2,5.2,11.3,10.3,23.9,11.5,0.02,0.62,0.34,0.52,0.47,0.0,0.92,0.03,175,80,743,7.7,120313
17031831400,15.1,13.8,11.4,6.2,20.9,15.9,37.7,16.9,0.02,0.65,0.36,0.52,0.58,0.0,0.96,0.05,195,205,864,11.2,55313
17031831300,14.7,17.9,9.8,3.7,13.3,10.5,28.5,14.1,0.02,0.64,0.35,0.52,0.52,0.0,0.95,0.04,25,80,308,4.3,51176
17031010501,8.2,18.7,9.5,3.7,12.3,8.1,22.8,14.5,0.02,0.6,0.3,0.52,0.35,0.0,0.89,0.02,65,480,2164,7.6,69319
17031833000,4.3,24.0,8.2,1.9,8.0,4.3,13.7,11.8,0.03,0.7,0.53,0.52,1.42,0.0,0.99,0.05,25,325,2442,4.9,204955
17031760801,7.3,20.0,8.7,3.5,12.0,7.0,20.7,13.5,0.04,0.68,0.35,0.52,0.52,0.0,1.03,0.02,15,320,2181,2.7,90781
17031252101,14.0,11.3,13.2,8.2,24.3,21.7,43.2,18.8,0.02,0.65,0.36,0.52,0.57,0.0,0.96,0.05,10,240,619,13.3,57439
17031252102,11.1,13.3,12.3,5.8,20.1,16.4,36.6,17.4,0.02,0.65,0.36,0.52,0.58,0.0,0.96,0.05,300,425,1877,18.1,57083
17031252202,17.5,11.6,14.1,8.0,28.2,21.3,46.3,21.2,0.02,0.65,0.36,0.52,0.58,0.0,0.96,0.05,180,400,1656,19.1,46503
17031220601,10.1,22.0,8.4,2.8,9.5,6.7,20.6,13.3,0.03,0.63,0.36,0.52,0.61,0.0,0.94,0.03,25,80,734,3.3,170938
17031210502,19.5,18.0,9.4,4.8,15.3,10.7,32.0,15.8,0.03,0.64,0.37,0.52,0.67,0.0,0.95,0.03,65,170,1368,4.9,85886
17031220602,11.0,21.1,8.8,3.0,10.7,7.2,22.1,14.2,0.03,0.63,0.37,0.52,0.65,0.0,0.95,0.03,100,380,2548,3.6,188942
17031220901,24.3,16.7,9.8,4.7,15.9,12.8,36.5,16.3,0.02,0.64,0.35,0.52,0.53,0.0,0.95,0.04,65,155,942,7.7,90887
17031220902,21.1,19.2,8.8,3.6,13.2,10.0,31.3,14.6,0.02,0.64,0.35,0.52,0.55,0.0,0.95,0.04,85,50,965,5.1,79048
17031200401,31.4,17.4,9.9,4.7,17.6,12.5,40.2,17.3,0.02,0.64,0.35,0.52,0.52,0.0,0.95,0.03,120,75,747,5.5,73293
17031200402,26.8,18.8,9.2,3.8,13.7,10.4,34.1,15.1,0.02,0.64,0.35,0.52,0.53,0.0,0.95,0.03,50,120,1263,1.8,72168
17031191301,26.2,18.1,9.3,4.3,14.6,11.2,35.4,15.4,0.02,0.64,0.35,0.52,0.49,0.0,0.95,0.03,115,250,1119,0.5,83403
17031190601,23.4,18.7,8.9,4.2,13.8,10.3,33.3,14.9,0.02,0.64,0.35,0.52,0.48,0.0,0.95,0.03,345,85,852,8.4,97727
17031190701,28.1,17.7,9.7,4.6,18.0,11.8,38.2,16.9,0.03,0.63,0.35,0.52,0.5,0.0,0.94,0.03,95,115,783,2.1,97083
17031190702,31.2,17.2,10.1,5.1,19.6,12.5,40.8,17.9,0.02,0.64,0.35,0.52,0.5,0.0,0.95,0.03,175,200,1176,9.3,63259
17031190401,17.8,17.8,9.0,5.0,14.3,11.0,30.9,14.3,0.03,0.63,0.35,0.52,0.46,0.0,0.93,0.03,225,60,1153,3.4,105066
17031190402,20.8,17.7,9.4,5.1,15.8,11.2,33.5,15.5,0.03,0.62,0.35,0.52,0.46,0.0,0.93,0.03,225,175,1316,5.0,81074
17031832100,5.4,23.9,8.8,2.0,8.4,4.5,15.3,13.9,0.03,0.61,0.51,0.52,0.91,0.0,0.86,0.03,90,180,1687,4.4,-
17031843800,14.5,14.9,11.2,5.9,20.8,14.6,36.7,17.8,0.02,0.63,0.35,0.52,0.66,0.0,0.96,0.03,35,120,633,14.4,-
17031842800,35.2,16.4,10.1,5.5,21.2,14.1,45.2,18.9,0.03,0.71,0.34,0.52,0.53,0.0,1.0,0.03,260,250,1765,10.1,59034
17031351500,11.2,15.4,12.1,3.7,18.4,11.7,32.4,19.5,0.03,0.66,0.42,0.52,0.97,0.0,0.92,0.03,0,90,357,19.2,54091
17031833300,8.2,17.5,9.2,3.5,10.6,7.2,23.8,16.7,0.03,0.7,0.53,0.52,1.39,0.0,0.99,0.05,25,290,1125,8.2,200403
17031832900,5.9,19.8,8.7,2.5,7.7,5.2,17.8,14.7,0.03,0.69,0.51,0.52,1.26,0.0,1.0,0.04,10,135,755,4.4,130536
17031838000,10.8,14.1,11.3,6.0,16.9,15.3,32.6,15.9,0.02,0.65,0.36,0.52,0.65,0.0,0.97,0.04,70,240,1189,26.5,58267
17031838100,14.5,12.7,10.5,7.8,20.9,18.3,38.1,16.2,0.02,0.65,0.37,0.52,0.74,0.0,0.98,0.04,20,180,777,9.4,"250,000"
17031030706,6.8,15.6,8.1,6.1,9.3,9.7,22.7,10.7,0.02,0.6,0.28,0.52,0.42,0.0,0.89,0.02,45,315,1661,7.9,-
17031381500,13.6,12.2,13.9,5.3,24.2,17.0,39.3,19.9,0.03,0.65,0.41,0.52,0.8,0.0,0.9,0.03,10,105,382,24.4,25833
17031833100,5.5,23.4,8.3,2.1,9.0,4.7,15.2,12.3,0.03,0.7,0.51,0.52,1.33,0.0,0.98,0.04,375,385,4691,1.1,209871
17031839100,6.0,23.5,8.3,1.8,8.0,3.9,15.1,13.8,0.03,0.7,0.54,0.52,1.48,0.0,0.99,0.05,185,510,4102,1.8,182764
17031081201,3.6,19.2,8.5,3.8,5.8,5.9,14.4,11.4,0.03,0.71,0.56,0.52,1.53,0.0,0.99,0.05,355,195,2515,1.6,224268
17031150401,9.1,18.8,8.8,4.9,12.4,8.7,23.7,13.1,0.03,0.63,0.36,0.52,0.49,0.0,0.94,0.03,230,165,1577,6.7,106775
17031150501,8.5,18.8,8.6,5.1,12.1,8.5,23.3,12.8,0.03,0.63,0.36,0.52,0.48,0.0,0.94,0.03,180,20,1421,5.6,152500
17031843000,18.3,11.0,14.3,8.4,29.1,22.1,48.5,21.8,0.02,0.65,0.36,0.52,0.6,0.0,0.96,0.05,90,265,799,11.6,50144
17031842900,17.0,12.4,13.1,8.0,24.0,19.0,43.1,19.8,0.03,0.68,0.46,0.52,1.09,0.0,1.0,0.05,0,195,1163,13.0,17996
17031842100,20.2,14.8,11.6,5.7,20.8,15.9,39.7,17.9,0.02,0.64,0.35,0.52,0.52,0.0,0.95,0.04,290,205,1781,17.6,62431
17031841900,7.1,21.7,9.4,1.7,10.0,4.3,18.6,16.5,0.03,0.7,0.53,0.52,1.43,0.0,0.99,0.05,115,25,1582,9.1,188250
17031080201,3.3,18.2,8.2,4.3,6.3,6.9,14.5,9.8,0.03,0.71,0.55,0.52,1.52,0.0,0.99,0.04,200,30,2255,3.1,174361
17031070101,4.2,19.8,8.6,3.8,7.0,6.1,15.6,12.0,0.03,0.62,0.55,0.52,1.17,0.0,0.86,0.04,220,260,2423,2.5,151276
17031081202,3.4,15.7,8.1,5.6,6.3,8.2,16.3,9.4,0.03,0.71,0.55,0.52,1.53,0.0,0.99,0.04,170,40,1936,0.7,"250,000"
17031040402,5.2,23.9,8.2,1.9,7.8,4.2,14.3,12.1,0.02,0.61,0.33,0.52,0.48,0.0,0.91,0.03,45,120,2457,4.9,134355
17031220702,18.2,19.7,9.0,3.3,13.3,8.7,28.6,14.9,0.03,0.63,0.37,0.52,0.66,0.0,0.95,0.03,60,255,1499,5.1,82063
17031140301,20.9,16.8,8.8,4.0,16.2,11.0,34.2,15.2,0.03,0.62,0.35,0.52,0.5,0.0,0.93,0.03,30,60,659,8.7,71222
17031842200,5.9,20.6,9.0,2.8,9.8,6.6,18.3,13.0,0.03,0.71,0.55,0.52,1.52,0.0,0.99,0.05,95,290,2138,2.0,192069
17031843700,8.7,21.6,8.8,3.2,11.3,6.4,19.7,13.1,0.03,0.63,0.36,0.52,0.61,0.0,0.94,0.03,30,40,914,4.4,246458
17031835000,21.5,14.1,11.9,6.2,23.6,17.0,43.3,19.2,0.03,0.71,0.34,0.52,0.54,0.0,1.01,0.03,120,275,1469,15.7,69698
17031842300,5.2,23.0,8.3,2.6,8.7,5.7,15.5,12.1,0.03,0.7,0.52,0.52,1.36,0.0,0.99,0.04,135,50,1622,7.3,230670
17031230200,24.9,17.7,9.9,4.0,16.5,11.5,35.7,16.7,0.02,0.64,0.34,0.52,0.55,0.0,0.95,0.04,55,75,647,2.6,72917
17031835100,27.7,17.6,10.2,4.4,17.5,12.1,38.1,17.0,0.03,0.71,0.34,0.52,0.54,0.0,1.0,0.03,210,120,1025,11.6,53995
17031834700,17.4,11.5,13.9,8.0,28.0,21.3,46.6,21.1,0.02,0.62,0.34,0.52,0.58,0.0,0.93,0.02,15,215,482,17.6,52875
17031151001,16.0,19.0,8.8,4.4,12.7,9.4,27.8,13.9,0.03,0.63,0.36,0.52,0.56,0.0,0.94,0.03,80,55,802,4.0,113798
17031151002,19.7,18.8,9.4,4.4,15.8,9.9,31.5,15.4,0.03,0.64,0.37,0.52,0.65,0.0,0.95,0.03,90,120,1435,3.6,100146
17031160602,12.8,20.2,8.8,3.3,13.1,7.9,24.9,14.3,0.03,0.63,0.36,0.52,0.62,0.0,0.94,0.03,85,105,1461,3.3,87404
17031140601,20.3,16.8,9.0,4.7,15.4,11.9,33.9,15.1,0.03,0.63,0.36,0.52,0.55,0.0,0.93,0.03,55,135,577,10.6,125625
17031140701,16.0,20.3,8.3,3.0,12.9,7.9,26.7,14.1,0.02,0.62,0.35,0.52,0.51,0.0,0.93,0.03,75,60,872,4.6,108854
17031140602,18.6,18.5,9.1,3.5,14.6,9.5,30.6,15.4,0.03,0.62,0.35,0.52,0.54,0.0,0.93,0.03,55,235,1445,10.7,68654
17031390500,5.9,15.6,10.5,4.1,10.6,10.6,22.7,13.5,0.02,0.62,0.35,0.52,0.61,0.0,0.91,0.02,50,170,802,7.7,145859
17031841800,11.3,13.0,12.4,6.2,20.0,16.9,36.4,17.2,0.02,0.6,0.31,0.52,0.5,0.0,0.91,0.02,115,130,792,15.7,45682
17031842500,18.8,11.8,15.8,5.7,29.8,16.4,47.3,26.2,0.02,0.61,0.33,0.52,0.55,0.0,0.93,0.02,25,140,898,6.9,38578
17031842600,13.3,18.8,8.9,4.5,14.4,9.0,27.3,14.1,0.02,0.65,0.4,0.52,0.86,0.0,0.93,0.03,60,85,1516,2.6,108512
17031843500,27.5,19.1,10.7,4.5,30.1,11.9,41.8,21.0,0.02,0.65,0.36,0.52,0.62,0.0,0.97,0.06,45,20,147,8.5,-
17031843400,17.5,12.3,13.0,7.9,25.7,20.6,44.6,19.6,0.02,0.65,0.38,0.52,0.59,0.0,0.97,0.08,60,75,372,5.2,62734
17031140302,13.1,16.6,8.2,4.8,11.9,10.0,27.9,12.6,0.02,0.62,0.35,0.52,0.5,0.0,0.93,0.03,40,75,1233,5.6,83750
17031110501,9.3,18.2,8.6,4.7,12.6,8.9,24.1,12.7,0.03,0.63,0.36,0.52,0.55,0.0,0.94,0.03,95,70,1684,2.8,123045
17031390400,10.2,11.2,11.9,8.0,17.0,19.5,35.9,15.3,0.02,0.62,0.35,0.52,0.61,0.0,0.91,0.02,15,305,1132,12.1,-
17031843200,21.7,19.8,8.7,3.7,12.5,9.5,30.2,14.5,0.02,0.66,0.39,0.52,0.83,0.0,0.98,0.05,60,155,876,4.7,47266
17031840800,37.7,16.2,10.3,5.3,20.9,15.0,46.5,19.3,0.02,0.65,0.36,0.52,0.61,0.0,0.97,0.07,90,115,812,8.0,49444
17031110502,9.1,18.4,8.8,4.7,13.5,8.7,24.7,13.6,0.03,0.63,0.36,0.52,0.54,0.0,0.94,0.03,55,80,1271,6.2,118229
17031760802,7.5,15.0,9.0,8.1,13.5,11.4,26.9,12.5,0.03,0.67,0.34,0.52,0.47,0.0,1.01,0.02,155,60,912,2.8,136767
17031150502,10.3,18.3,9.0,4.9,13.5,9.2,25.5,13.8,0.03,0.63,0.35,0.52,0.45,0.0,0.94,0.03,125,165,1256,3.5,113603
17031843100,13.3,13.3,12.5,6.3,23.6,17.8,39.5,18.8,0.02,0.65,0.35,0.52,0.62,0.0,0.96,0.05,10,120,423,4.4,65435
17031834300,8.6,12.0,11.4,6.7,15.4,17.5,32.8,14.0,0.02,0.6,0.31,0.52,0.49,0.0,0.91,0.02,145,225,2186,8.5,85313
17031843900,10.4,12.3,12.1,6.4,18.5,17.7,34.9,15.7,0.02,0.6,0.3,0.52,0.44,0.0,0.9,0.02,320,380,1743,3.0,72583
17031831200,29.8,17.2,9.6,4.7,16.8,12.8,39.3,16.8,0.02,0.64,0.35,0.52,0.52,0.0,0.95,0.04,265,165,1361,9.5,56888
17031831600,20.2,17.0,9.4,5.8,15.8,12.2,34.1,14.9,0.02,0.64,0.36,0.52,0.49,0.0,0.95,0.03,165,395,2151,4.4,99494
17031831500,18.2,18.4,9.3,4.5,15.3,10.1,31.0,15.1,0.02,0.63,0.35,0.52,0.48,0.0,0.94,0.03,65,95,1250,5.1,77264
17031831100,18.9,18.3,9.3,4.6,15.6,10.3,31.4,15.5,0.03,0.64,0.37,0.52,0.67,0.0,0.95,0.03,255,310,2679,2.5,70714
17031831700,15.1,18.9,9.0,4.2,13.7,9.3,27.4,14.2,0.03,0.64,0.37,0.52,0.66,0.0,0.95,0.03,50,250,831,3.7,84205
17031271500,12.0,13.2,12.9,5.6,22.0,17.1,37.4,18.3,0.02,0.65,0.35,0.52,0.61,0.0,0.96,0.05,25,120,439,12.7,53750
17031440202,8.9,10.4,11.6,8.3,15.3,20.5,35.9,13.7,0.02,0.61,0.31,0.52,0.52,0.0,0.91,0.02,155,275,1128,13.6,-
17031440102,11.0,13.2,12.4,5.8,20.0,16.6,36.2,17.1,0.02,0.6,0.31,0.52,0.51,0.0,0.91,0.02,70,390,1482,16.9,35642
17031430102,9.6,12.7,11.9,6.4,17.4,17.3,33.8,15.7,0.02,0.59,0.29,0.52,0.41,0.0,0.89,0.02,20,340,1942,11.3,69260
17031030702,5.3,17.0,8.0,4.5,9.0,9.1,19.7,10.7,0.02,0.6,0.29,0.52,0.42,0.0,0.89,0.02,220,90,1318,16.3,119861
17031030603,9.7,20.4,9.2,2.9,13.6,7.4,23.1,14.7,0.02,0.61,0.32,0.52,0.44,0.0,0.9,0.02,25,165,1050,7.5,86250
17031030701,10.5,19.6,9.5,3.9,15.1,8.7,24.9,15.3,0.02,0.61,0.31,0.52,0.45,0.0,0.9,0.02,10,180,748,8.8,121827
17031836300,5.7,16.5,10.3,3.9,10.6,10.9,22.2,13.5,0.02,0.61,0.33,0.52,0.55,0.0,0.92,0.02,25,155,661,12.3,74563
17031838300,7.3,18.9,9.7,2.6,10.4,7.5,20.9,13.8,0.03,0.71,0.56,0.52,1.53,0.0,1.0,0.05,35,85,1601,5.8,142778
17031839800,10.1,16.5,8.2,4.6,12.1,9.7,26.3,13.1,0.03,0.66,0.44,0.52,1.03,0.0,0.93,0.04,50,90,1116,7.5,97917
17031836600,17.3,16.3,10.4,4.9,16.0,13.2,33.5,16.2,0.02,0.64,0.34,0.52,0.56,0.0,0.95,0.04,105,85,879,3.8,86691
17031730202,7.3,12.6,10.7,6.5,13.2,16.3,30.1,12.8,0.02,0.61,0.34,0.52,0.53,0.0,0.92,0.02,145,115,796,8.8,88113
17031430101,9.8,13.9,12.5,4.9,18.8,14.7,33.4,17.6,0.02,0.59,0.29,0.52,0.41,0.0,0.9,0.02,110,480,1681,20.3,54151
17031063302,3.7,23.5,8.3,2.2,5.7,3.9,12.4,12.2,0.02,0.61,0.53,0.52,1.1,0.0,0.84,0.04,105,235,2550,5.3,215040
17031836200,7.3,22.9,10.2,1.5,7.7,2.7,18.2,21.0,0.02,0.61,0.32,0.52,0.53,0.0,0.92,0.02,0,10,109,9.2,"250,000"
17031071400,4.3,21.4,8.7,3.0,7.4,5.4,14.9,12.4,0.03,0.64,0.63,0.52,1.42,0.0,0.89,0.04,255,240,2727,2.4,"250,000"
17031840100,11.4,13.1,7.6,4.8,14.8,12.4,33.2,12.9,0.03,0.67,0.45,0.52,1.1,0.0,0.94,0.04,150,80,1089,6.6,76081
17031580502,29.7,17.1,9.5,4.9,17.7,12.4,40.0,17.0,0.02,0.69,0.36,0.52,0.57,0.0,1.0,0.05,130,90,1052,1.5,61463
17031081401,4.1,16.4,8.1,4.9,6.3,7.7,17.0,10.3,0.03,0.7,0.53,0.52,1.41,0.0,0.98,0.04,130,180,1447,1.9,209875
17031081403,4.1,20.9,8.0,2.3,6.7,4.7,14.3,11.6,0.03,0.69,0.51,0.52,1.36,0.0,0.97,0.04,195,735,5744,3.9,151419
17031030703,9.7,16.1,9.4,6.5,14.2,11.8,27.0,13.7,0.02,0.61,0.31,0.52,0.45,0.0,0.9,0.02,0,235,1629,8.0,72375
17031836000,8.1,14.6,11.7,4.1,16.1,12.8,29.2,15.9,0.02,0.64,0.4,0.52,0.79,0.0,0.9,0.03,85,120,1119,10.5,93077
